timestamp,coin,signal,price,short_ma,long_ma
2025-11-17 10:36:00,BTC,HOLD,95050.02,94495.259125,94239.03315999999
2025-11-17 10:40:00,BTC,HOLD,95031.88,94516.62000000001,94245.54695999999
2025-09-13 16:51:00,BTC,HOLD,115.0,115027.66,115657.23
2025-11-17 23:13:00,BTC,HOLD,93970.16,94982.62,95369.29
